ASV,Kingdom,Phylum,Class,Order,Family,Genus,Label
ASV05758,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,,,Patescibacteria (o. Saccharimonadales)
ASV05759,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,,,Bacteroidetes (o. Chitinophagales)
ASV05760,Bacteria,Actinobacteria,Coriobacteriia,OPB41,,,Actinobacteria (c. Coriobacteriia)
ASV05761,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group,Proteobacteria (f. Desulfobacteraceae)
ASV05762,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,,,Bacteroidetes (o. Chitinophagales)
ASV05763,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3,Kiritimatiellaeota (f. Kiritimatiellaceae)
ASV05764,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,Proteobacteria (o. Oligoflexales)
ASV05765,Bacteria,Acidobacteria,Subgroup_22,,,,Acidobacteria
ASV05766,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,,,Planctomycetes (o. Planctomycetales)
ASV05767,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,,,Bacteroidetes (o. Cytophagales)
ASV05768,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,,Proteobacteria (f. Desulfarculaceae)
ASV05769,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV05770,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Proteobacteria (c. Deltaproteobacteria)
ASV05771,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV05772,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,,Acidobacteria (f. Blastocatellaceae)
ASV05773,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,,Proteobacteria (o. Rickettsiales)
ASV05774,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV05775,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,,,Planctomycetes (o. Planctomycetales)
ASV05776,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Fontimonas,Proteobacteria (g. Fontimonas)
ASV05777,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Paracaedibacter,Proteobacteria (g. Paracaedibacter)
ASV05778,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV05779,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,Proteobacteria (g. Bacteriovorax)
ASV05780,Bacteria,BRC1,,,,,Bacteria
ASV05781,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinibacteraceae,Chitinibacter,Proteobacteria (g. Chitinibacter)
ASV05782,Bacteria,Patescibacteria,Gracilibacteria,,,,Patescibacteria (c. Gracilibacteria)
ASV05783,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,,,Bacteroidetes (c. Ignavibacteria)
ASV05784,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Schlesneriaceae,Schlesneria,Planctomycetes (g. Schlesneria)
ASV05785,Bacteria,Omnitrophicaeota,,,,,Omnitrophicaeota
ASV05786,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV05787,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis,Proteobacteria (g. Sulfurifustis)
ASV05788,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Proteobacteria (g. Desulfovibrio)
ASV05789,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,Proteobacteria (o. Oligoflexales)
ASV05790,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,,Proteobacteria (c. Deltaproteobacteria)
ASV05791,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,Proteobacteria (f. Burkholderiaceae)
ASV05792,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,,Proteobacteria (f. Devosiaceae)
ASV05793,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,,Proteobacteria (o. Myxococcales)
ASV05794,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,,Proteobacteria (f. Neisseriaceae)
ASV05795,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV05796,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,Proteobacteria (f. Caulobacteraceae)
ASV05797,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,Proteobacteria (g. Pseudolabrys)
ASV05798,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,Verrucomicrobia (g. Udaeobacter)
ASV05799,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV05800,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,,Proteobacteria (f. Beggiatoaceae)
ASV05801,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV05802,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,,,Patescibacteria (o. Saccharimonadales)
ASV05803,Bacteria,Proteobacteria,,,,,Proteobacteria
ASV05804,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Proteobacteria (g. Geobacter)
ASV05805,Bacteria,,,,,,Bacteria
ASV05806,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Spirochaetes (g. Treponema)
ASV05807,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Proteobacteria (g. Brevundimonas)
ASV05808,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,Chloroflexi (f. Anaerolineaceae)
ASV05809,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,Chloroflexi (f. Anaerolineaceae)
ASV05810,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,,Proteobacteria (o. Myxococcales)
ASV05811,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,,Bacteroidetes (f. Microscillaceae)
ASV05812,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,,,Bacteroidetes (o. Cytophagales)
ASV05813,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera,Proteobacteria (g. Rheinheimera)
ASV05814,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,,Bacteroidetes (o. Sphingobacteriales)
ASV05815,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,Proteobacteria (g. Coxiella)
ASV05816,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Azospira,Proteobacteria (g. Azospira)
ASV05817,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,Proteobacteria (g. Haliangium)
ASV05818,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Proteobacteria (g. Hyphomicrobium)
ASV05819,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,Proteobacteria (o. Micavibrionales)
ASV05820,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus_Megaira,Proteobacteria (g. Megaira)
ASV05821,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,Proteobacteria (f. Acetobacteraceae)
ASV05822,Bacteria,Bacteroidetes,Bacteroidia,,,,Bacteroidetes (c. Bacteroidia)
ASV05823,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,Proteobacteria (o. Rickettsiales)
ASV05824,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,Proteobacteria (f. Rickettsiaceae)
ASV05825,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,,Proteobacteria (f. Sandaracinaceae)
ASV05826,Bacteria,Acidobacteria,Subgroup_6,,,,Acidobacteria
ASV05827,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,Cyanobacteria (f. Cyanobiaceae)
ASV05828,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,,Proteobacteria (o. Myxococcales)
ASV05829,Bacteria,,,,,,Bacteria
ASV05830,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Methyloglobulus,Proteobacteria (g. Methyloglobulus)
ASV05831,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV05832,Bacteria,,,,,,Bacteria
ASV05833,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Proteobacteria (g. Mesorhizobium)
ASV05834,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Bacteroidetes (g. Mucilaginibacter)
ASV05835,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,Proteobacteria (g. Pseudorhodoplanes)
ASV05836,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,,Planctomycetes (f. Gemmataceae)
ASV05837,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta,Euryarchaeota (g. Methanosaeta)
ASV05838,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,,Proteobacteria (f. Desulfarculaceae)
ASV05839,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,Proteobacteria (o. Rickettsiales)
ASV05840,Bacteria,,,,,,Bacteria
ASV05841,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,Acidobacteria (f. Thermoanaerobaculaceae)
ASV05842,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,,Proteobacteria (f. Neisseriaceae)
ASV05843,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Proteobacteria (g. Sphingomonas)
ASV05844,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,,,Chloroflexi (c. Anaerolineae)
ASV05845,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Proteobacteria (g. Sphingomonas)
ASV05846,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,,,Bacteroidetes (o. Sphingobacteriales)
ASV05847,Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,Candidatus_Tenderia,Proteobacteria (g. Tenderia)
ASV05848,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,Proteobacteria (g. Enhydrobacter)
ASV05849,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Verrucomicrobia (g. Chthoniobacter)
ASV05850,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,Bacteroidetes (g. Cytophaga)
ASV05851,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,Chloroflexi (c. Anaerolineae)
ASV05852,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Proteobacteria (g. Hyphomicrobium)
ASV05853,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Captivus,Proteobacteria (g. Captivus)
ASV05854,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,Proteobacteria (g. Pseudohongiella)
ASV05855,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,Proteobacteria (g. Hirschia)
ASV05856,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group,Proteobacteria (f. Desulfobacteraceae)
ASV05857,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV05858,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,,,Planctomycetes (o. Planctomycetales)
ASV05859,Bacteria,,,,,,Bacteria
ASV05860,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV05861,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Proteobacteria (g. Hyphomicrobium)
ASV05862,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae,Paludibaculum,Acidobacteria (g. Paludibaculum)
ASV05863,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade,Proteobacteria (f. Spongiibacteraceae)
ASV05864,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,,Chlamydiae (o. Chlamydiales)
ASV05865,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,Verrucomicrobia (f. Pedosphaeraceae)
ASV05866,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerosalibacter,Firmicutes (g. Anaerosalibacter)
ASV05867,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV05868,Bacteria,Bacteroidetes,Bacteroidia,,,,Bacteroidetes (c. Bacteroidia)
ASV05869,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,,Bacteroidetes (o. Bacteroidales)
ASV05870,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Bacteroidetes (g. Pedobacter)
ASV05871,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,,Nitrospirae (c. Thermodesulfovibrionia)
ASV05872,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,Proteobacteria (g. Dongia)
ASV05873,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV05874,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,Proteobacteria (g. Haliangium)
ASV05875,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,,,Planctomycetes (o. Planctomycetales)
ASV05876,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Fimbriiglobus,Planctomycetes (g. Fimbriiglobus)
ASV05877,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,"Proteobacteria (f. Bdellovibrionaceae, OM27 clade)"
ASV05878,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria (g. Legionella)
ASV05879,Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Leptospira,Spirochaetes (g. Leptospira)
ASV05880,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Flexibacter,Bacteroidetes (g. Flexibacter)
ASV05881,Bacteria,Proteobacteria,,,,,Proteobacteria
ASV05882,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,Gemmatimonadetes (f. Gemmatimonadaceae)
ASV05883,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Actinobacteria (g. Streptomyces)
ASV05884,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,,Bacteroidetes (o. Flavobacteriales)
ASV05885,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,,Proteobacteria (c. Deltaproteobacteria)
ASV05886,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,,Proteobacteria (o. Myxococcales)
ASV05887,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria (g. Legionella)
ASV05888,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,Bacteroidetes (g. Ohtaekwangia)
ASV05889,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Flexibacter,Bacteroidetes (g. Flexibacter)
ASV05890,Bacteria,Patescibacteria,Gracilibacteria,,,,Patescibacteria (c. Gracilibacteria)
ASV05891,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Niveispirillum,Proteobacteria (g. Niveispirillum)
ASV05892,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI_0001001-H03,Acidobacteria (f. Blastocatellaceae)
ASV05893,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Brevifollis,Verrucomicrobia (g. Brevifollis)
ASV05894,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria (g. Legionella)
ASV05895,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidetes (g. Bacteroides)
ASV05896,Bacteria,Acidobacteria,Subgroup_6,,,,Acidobacteria
ASV05897,Bacteria,Proteobacteria,,,,,Proteobacteria
ASV05898,Bacteria,Elusimicrobia,Lineage_IIb,,,,Elusimicrobia (lineage IIb)
ASV05899,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV05900,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria (g. Legionella)
ASV05901,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,Proteobacteria (o. Oligoflexales)
ASV05902,Bacteria,Dependentiae,Babeliae,Babeliales,,,Dependentiae (o. Babeliales)
ASV05903,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,,Proteobacteria (f. Oligoflexaceae)
ASV05904,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,,Proteobacteria (c. Deltaproteobacteria)
ASV05905,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Proteobacteria (g. Reyranella)
ASV05906,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,,Bacteroidetes (f. Microscillaceae)
ASV05907,Bacteria,Cyanobacteria,Oxyphotobacteria,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena_PCC-7429,Cyanobacteria (f. Pseudanabaenaceae)
ASV05908,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV05909,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes (g. Flavobacterium)
ASV05910,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,B122,,Fibrobacteres (o. Fibrobacterales)
ASV05911,Bacteria,Proteobacteria,Alphaproteobacteria,NRL2,,,Proteobacteria (c. Alphaproteobacteria)
ASV05912,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,Proteobacteria (o. Rickettsiales)
ASV05913,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,Euryarchaeota (g. Methanoregula)
ASV05914,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Methylobacter,Proteobacteria (g. Methylobacter)
ASV05915,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,,,Actinobacteria (o. Gaiellales)
ASV05916,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV05917,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,Proteobacteria (f. Desulfobulbaceae)
ASV05918,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,,,Bacteroidetes (o. Cytophagales)
ASV05919,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,Proteobacteria (o. Rhodospirillales)
ASV05920,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Micropepsis,Proteobacteria (g. Micropepsis)
ASV05921,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Planctomycetes (g. Pirellula)
ASV05922,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,Proteobacteria (f. Xanthomonadaceae)
ASV05923,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,KCLunmb-38-53,,Planctomycetes (c. Phycisphaerae)
ASV05924,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,,,Patescibacteria (o. Nomurabacteria)
ASV05925,Bacteria,Planctomycetes,OM190,,,,Planctomycetes
ASV05926,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,Proteobacteria (o. Rickettsiales)
ASV05927,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,Firmicutes (f. Lachnospiraceae)
ASV05928,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,Proteobacteria (o. Rickettsiales)
ASV05929,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,Proteobacteria (o. Oligoflexales)
ASV05930,Bacteria,Armatimonadetes,,,,,Armatimonadetes
ASV05931,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,,Planctomycetes (f. Gemmataceae)
ASV05932,Bacteria,Proteobacteria,,,,,Proteobacteria
ASV05933,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Actinobacteria (g. Solirubrobacter)
ASV05934,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidetes (o. Bacteroidales)
ASV05935,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Ovatusbacter,Proteobacteria (g. Ovatusbacter)
ASV05936,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV05937,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV05938,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,Acidobacteria (f. Thermoanaerobaculaceae)
ASV05939,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,,Proteobacteria (o. Myxococcales)
ASV05940,Bacteria,BRC1,,,,,Bacteria
ASV05941,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV05942,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV05943,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Bacteroidetes (g. Ferruginibacter)
ASV05944,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV05945,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,Proteobacteria (o. Rickettsiales)
ASV05946,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Proteobacteria (g. Devosia)
ASV05947,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,,Proteobacteria (o. Myxococcales)
ASV05948,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,Planctomycetes (f. Phycisphaeraceae)
ASV05949,Bacteria,,,,,,Bacteria
ASV05950,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Verrucomicrobia (g. Chthoniobacter)
ASV05951,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Verrucomicrobia (g. Chthoniobacter)
ASV05952,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Polycyclovorans,Proteobacteria (g. Polycyclovorans)
ASV05953,Bacteria,Bacteroidetes,Bacteroidia,,,,Bacteroidetes (c. Bacteroidia)
ASV05954,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,Acidobacteria (g. Blastocatella)
ASV05955,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,Chlamydiae (f. Parachlamydiaceae)
ASV05956,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,LiUU-11-161,,Bacteroidetes (o. Sphingobacteriales)
ASV05957,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,Proteobacteria (o. Myxococcales)
ASV05958,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV05959,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,Gemmatimonadetes (f. Gemmatimonadaceae)
ASV05960,Bacteria,Omnitrophicaeota,,,,,Omnitrophicaeota
ASV05961,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Bacteroidetes (g. Algoriphagus)
ASV05962,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,,Firmicutes (f. Planococcaceae)
ASV05963,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,Actinobacteria (g. Blastococcus)
ASV05964,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Proteobacteria (g. Acinetobacter)
ASV05965,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Euryarchaeota (g. Methanobacterium)
ASV05966,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,Proteobacteria (g. Pajaroellobacter)
ASV05967,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,,,Proteobacteria (c. Deltaproteobacteria)
ASV05968,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata,Planctomycetes (g. Gemmata)
