ASV,Kingdom,Phylum,Class,Order,Family,Genus,Label
ASV05969,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,,Proteobacteria (o. Gammaproteobacteria)
ASV05970,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,Proteobacteria (f. Acetobacteraceae)
ASV05971,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,Proteobacteria (g. Peredibacter)
ASV05972,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Proteobacteria (g. Pedomicrobium)
ASV05973,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,,Proteobacteria (f. Rhizobiales)
ASV05974,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,,Bacteroidetes (o. Bacteroidales)
ASV05975,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,Nanoarchaeaeota (c. Woesearchaeia)
ASV05976,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Bacteroidetes (g. Flavisolibacter)
ASV05977,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,,,Bacteroidetes (o. Chitinophagales)
ASV05978,Bacteria,Verrucomicrobia,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,,Verrucomicrobia (f. Methylacidiphilaceae)
ASV05979,Bacteria,Margulisbacteria,,,,,Margulisbacteria
ASV05980,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Epsilonbacteraeota (g. Sulfurospirillum)
ASV05981,Bacteria,,,,,,Bacteria
ASV05982,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,,Planctomycetes (f. Gemmataceae)
ASV05983,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,Proteobacteria (g. Pajaroellobacter)
ASV05984,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,,,Bacteroidetes (o. Sphingobacteriales)
ASV05985,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,,,Bacteroidetes (c. Ignavibacteria)
ASV05986,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,,,Proteobacteria (c. Deltaproteobacteria)
ASV05987,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,,Proteobacteria (f. Oligoflexaceae)
ASV05988,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,Proteobacteria (f. Rhodobacteraceae)
ASV05989,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV05990,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Proteobacteria (g. Altererythrobacter)
ASV05991,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55,Proteobacteria (f. Midichloriaceae)
ASV05992,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Amphiplicatus,Proteobacteria (g. Amphiplicatus)
ASV05993,Bacteria,Bacteroidetes,Bacteroidia,,,,Bacteroidetes (c. Bacteroidia)
ASV05994,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,,,Bacteroidetes (o. Chitinophagales)
ASV05995,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,,Proteobacteria (c. Deltaproteobacteria)
ASV05996,Bacteria,Chloroflexi,Anaerolineae,SJA-15,,,Chloroflexi (c. Anaerolineae)
ASV05997,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,,,Bacteroidetes (c. Ignavibacteria)
ASV05998,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Proteobacteria (g. Geobacter)
ASV05999,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,,Bacteroidetes (f. Paludibacteraceae)
ASV06000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,,Verrucomicrobia (f. Puniceicoccaceae)
ASV06001,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV06002,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,Chloroflexi (f. Anaerolineaceae)
ASV06003,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,Firmicutes (g. Anaerocolumna)
ASV06004,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Ovatusbacter,Proteobacteria (g. Ovatusbacter)
ASV06005,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,,Spirochaetes (f. Spirochaetaceae)
ASV06006,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,Proteobacteria (o. Myxococcales)
ASV06007,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,Proteobacteria (o. Rickettsiales)
ASV06008,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV06009,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,,Verrucomicrobia (f. Opitutaceae)
ASV06010,Bacteria,,,,,,Bacteria
ASV06011,Bacteria,,,,,,Bacteria
ASV06012,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,,Acidobacteria (f. Blastocatellaceae)
ASV06013,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Actinobacteria (g. Nocardioides)
ASV06014,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV06015,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,,Bacteroidetes (o. Sphingobacteriales)
ASV06016,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,,Proteobacteria (f. Elsteraceae)
ASV06017,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV06018,Bacteria,Armatimonadetes,,,,,Armatimonadetes
ASV06019,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV06020,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,Proteobacteria (f. Rickettsiaceae)
ASV06021,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,,Proteobacteria (c. Deltaproteobacteria)
ASV06022,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,Verrucomicrobia (g. Rubritalea)
ASV06023,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,Armatimonadetes (f. Fimbriimonadaceae)
ASV06024,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Azambacteria,,,Patescibacteria (o. Azambacteria)
ASV06025,Bacteria,Patescibacteria,Gracilibacteria,,,,Patescibacteria (c. Gracilibacteria)
ASV06026,Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,,,Cyanobacteria (o. Obscuribacterales)
ASV06027,Bacteria,Actinobacteria,Actinobacteria,,,,Actinobacteria (c. Actinobacteria)
ASV06028,Bacteria,Bacteroidetes,OC31,,,,Bacteroidetes
ASV06029,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,,Planctomycetes (f. Phycisphaeraceae)
ASV06030,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,,Proteobacteria (f. Paracaedibacteraceae)
ASV06031,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Endonucleariobacter,Proteobacteria (g. Endonucleariobacter)
ASV06032,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_Incertae_Sedis,Unknown_Family,Calothrix_KVSF5,Cyanobacteria (o. Oxyphotobacteria)
ASV06033,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Proteobacteria (g. Paracoccus)
ASV06034,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,Proteobacteria (f. Desulfobulbaceae)
ASV06035,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Verrucomicrobia (g. Luteolibacter)
ASV06036,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,,Bacteroidetes (f. Microscillaceae)
ASV06037,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,,Euryarchaeota (f. Methanomassiliicoccaceae)
ASV06038,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,,Bacteroidetes (o. Bacteroidales)
ASV06039,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Proteobacteria (g. Acinetobacter)
ASV06040,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile,Proteobacteria (g. Desulfomonile)
ASV06041,Bacteria,,,,,,Bacteria
ASV06042,Bacteria,Proteobacteria,Gammaproteobacteria,CCM19a,,,Proteobacteria (c. Gammaproteobacteria)
ASV06043,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Epsilonbacteraeota (g. Sulfurospirillum)
ASV06044,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,Proteobacteria (f. Rhizobiaceae)
ASV06045,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV06046,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Planctomycetes (g. Pirellula)
ASV06047,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,Acidobacteria (f. Thermoanaerobaculaceae)
ASV06048,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,Planctomycetes (f. Phycisphaeraceae)
ASV06049,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Proteobacteria (c. Deltaproteobacteria)
ASV06050,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV06051,Bacteria,Proteobacteria,,,,,Proteobacteria
ASV06052,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV06053,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,,Bacteroidetes (o. Sphingobacteriales)
ASV06054,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Phyllobacterium,Proteobacteria (g. Phyllobacterium)
ASV06055,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,,,Bacteroidetes (o. Cytophagales)
ASV06056,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,Proteobacteria (f. Rickettsiaceae)
ASV06057,Bacteria,Acidobacteria,Subgroup_17,,,,Acidobacteria
ASV06058,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,,Proteobacteria (o. Myxococcales)
ASV06059,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage,"Planctomycetes (f. Pirellulaceae, Pir4 lineage)"
ASV06060,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,,Spirochaetes (f. Spirochaetaceae)
ASV06061,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Proteobacteria (g. Geobacter)
ASV06062,Bacteria,Proteobacteria,,,,,Proteobacteria
ASV06063,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,,Actinobacteria (f. Microtrichaceae)
ASV06064,Bacteria,Patescibacteria,Gracilibacteria,,,,Patescibacteria (c. Gracilibacteria)
ASV06065,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Planctomycetes (g. Pirellula)
ASV06066,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,Bacteroidetes (g. Lentimicrobium)
ASV06067,Bacteria,Proteobacteria,,,,,Proteobacteria
ASV06068,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Proteobacteria (g. Pseudoxanthomonas)
ASV06069,Bacteria,Patescibacteria,Parcubacteria,,,,Patescibacteria (c. Parcubacteria)
ASV06070,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Proteobacteria (c. Deltaproteobacteria)
ASV06071,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus,Bacteroidetes (g. Roseimarinus)
ASV06072,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,,,Bacteroidetes (o. Cytophagales)
ASV06073,Bacteria,Planctomycetes,OM190,,,,Planctomycetes
ASV06074,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,,Proteobacteria (f. Neisseriaceae)
ASV06075,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,Bacteroidetes (g. Fluviicola)
ASV06076,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,,,Bacteroidetes (c. Ignavibacteria)
ASV06077,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria (g. Legionella)
ASV06078,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria (g. Legionella)
ASV06079,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Phreatobacter,Proteobacteria (g. Phreatobacter)
ASV06080,Bacteria,Chloroflexi,KD4-96,,,,Chloroflexi
ASV06081,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,,Proteobacteria (f. Holosporaceae)
ASV06082,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,,Bacteroidetes (o. Sphingobacteriales)
ASV06083,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,,Chloroflexi (f. Caldilineaceae)
ASV06084,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Bacteroidetes (g. Segetibacter)
ASV06085,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,Euryarchaeota (g. Methanoregula)
ASV06086,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV06087,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus,Omnitrophicaeota (g. Omnitrophus)
ASV06088,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,Proteobacteria (f. Rickettsiaceae)
ASV06089,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,,Bacteroidetes (o. Sphingobacteriales)
ASV06090,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV06091,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV06092,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV06093,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV06094,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,Proteobacteria (o. Rickettsiales)
ASV06095,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,Bacteroidetes (g. Dinghuibacter)
ASV06096,Bacteria,,,,,,Bacteria
ASV06097,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Proteobacteria (g. Hyphomicrobium)
ASV06098,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,Proteobacteria (f. Rickettsiaceae)
ASV06099,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,,Proteobacteria (f. Sneathiellaceae)
ASV06100,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,Proteobacteria (g. Hirschia)
ASV06101,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,Nanoarchaeaeota (c. Woesearchaeia)
ASV06102,Bacteria,Dependentiae,Babeliae,Babeliales,,,Dependentiae (o. Babeliales)
ASV06103,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,,Bacteroidetes (o. Flavobacteriales)
ASV06104,Bacteria,,,,,,Bacteria
ASV06105,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,,Bacteroidetes (o. Bacteroidales)
ASV06106,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus_Protochlamydia,Chlamydiae (g. Protochlamydia)
ASV06107,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,Proteobacteria (g. Woeseia)
ASV06108,Bacteria,Proteobacteria,,,,,Proteobacteria
ASV06109,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,,Bacteroidetes (o. Sphingobacteriales)
ASV06110,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,,,Patescibacteria (o. Saccharimonadales)
ASV06111,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,Chloroflexi (g. Anaerolinea)
ASV06112,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV06113,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,,Planctomycetes (f. Pirellulaceae)
ASV06114,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,Proteobacteria (g. Coxiella)
ASV06115,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV06116,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Fimbriiglobus,Planctomycetes (g. Fimbriiglobus)
ASV06117,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI_0001001-H03,Acidobacteria (f. Blastocatellaceae)
ASV06118,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Proteobacteria (g. Brevundimonas)
ASV06119,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,Bacteroidetes (g. Cytophaga)
ASV06120,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,Planctomycetes (g. Blastopirellula)
ASV06121,Bacteria,Latescibacteria,,,,,Latescibacteria
ASV06122,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,,Proteobacteria (f. Rhizobiales)
ASV06123,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV06124,Bacteria,Planctomycetes,OM190,,,,Planctomycetes
ASV06125,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,,Bacteroidetes (f. Chitinophagaceae)
ASV06126,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),,,Patescibacteria (c. Gracilibacteria)
ASV06127,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI_0001001-H03,Acidobacteria (f. Blastocatellaceae)
ASV06128,Bacteria,Acidobacteria,Subgroup_17,,,,Acidobacteria
ASV06129,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_5,Firmicutes (g. Clostridium)
ASV06130,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Bacteroidetes (g. Niastella)
ASV06131,Bacteria,Proteobacteria,,,,,Proteobacteria
ASV06132,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV06133,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV06134,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,,Chloroflexi (o. Thermomicrobiales)
ASV06135,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinibacteraceae,Chitinibacter,Proteobacteria (g. Chitinibacter)
ASV06136,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Proteobacteria (g. Hyphomicrobium)
ASV06137,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,,Proteobacteria (f. Diplorickettsiaceae)
ASV06138,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfoprunum,Proteobacteria (g. Desulfoprunum)
ASV06139,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,Proteobacteria (o. Rickettsiales)
ASV06140,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,,,Planctomycetes (o. Planctomycetales)
ASV06141,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,Proteobacteria (g. Steroidobacter)
ASV06142,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Proteobacteria (g. Geobacter)
ASV06143,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Methylobacter,Proteobacteria (g. Methylobacter)
ASV06144,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,,Proteobacteria (f. Diplorickettsiaceae)
ASV06145,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Methylobacter,Proteobacteria (g. Methylobacter)
ASV06146,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Fimbriiglobus,Planctomycetes (g. Fimbriiglobus)
ASV06147,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,Actinobacteria (g. Dietzia)
ASV06148,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,Firmicutes (f. Lachnospiraceae)
ASV06149,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,,,Patescibacteria (o. Saccharimonadales)
ASV06150,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,Chloroflexi (c. Anaerolineae)
ASV06151,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,,Proteobacteria (f. Midichloriaceae)
ASV06152,Bacteria,Patescibacteria,Gracilibacteria,,,,Patescibacteria (c. Gracilibacteria)
ASV06153,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter,Firmicutes (g. Fusibacter)
ASV06154,Bacteria,Acidobacteria,Subgroup_17,,,,Acidobacteria
ASV06155,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,Proteobacteria (g. Steroidobacter)
ASV06156,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Bacteroidetes (g. Ferruginibacter)
ASV06157,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Proteocatella,Firmicutes (g. Proteocatella)
ASV06158,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Phreatobacter,Proteobacteria (g. Phreatobacter)
ASV06159,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18_freshwater_group,Verrucomicrobia (f. Terrimicrobiaceae)
ASV06160,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,,Proteobacteria (f. Desulfarculaceae)
ASV06161,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidetes (o. Bacteroidales)
ASV06162,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,,,Proteobacteria (c. Deltaproteobacteria)
